project_name,description,issued_date,housing_units,number_of_floors,original_address_1,original_zip,council_district,completed_date,link,clean_address,clean_address_2,city,state,country,"gl(n(), chunk_size, length = n())"
6306 NASCO DR,New construction of 2 story SFR w/ 4 bedrooms 3 bathrooms attached garage and covered patio,2023-06-30,1,2,6306 NASCO DR,78757,7,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13132379,6306 NASCO DRIVE,NA,Austin,Texas,United States,2
2308 ARPDALE ST,"New Construction of a 2-Story SF Res [4bed 3.5bath] with Habitable Attic and attached 2-Car Garage

Prereq Cycle: 1 No sprinkler required. Both structures less than 3600SF. No WUI inspection required. 

**Using existing driveway approach 6/14 - Revision 1**",2023-06-14,1,2,2308 ARPDALE ST,78704,5,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=12759943,2308 ARPDALE STREET,NA,Austin,Texas,United States,2
1400 CEDAR AVE UNIT 202,Unit 202: New 2-story 2 bedroom 2 bathroom townhome residence with habitable attic attached garage covered porch and balcony.,2023-06-26,1,3,1400 CEDAR AVE UNIT 202,78702,1,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13164970,1400 CEDAR AVE UNIT 202,NA,Austin,Texas,United States,2
1400 CEDAR AVE UNIT 104,1400 Cedar Ave Building 1 unit 104 New 2 Story Townhouse with attached garage 2/2.5,2023-06-28,1,2,1400 CEDAR AVE UNIT 104,78702,1,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13162978,1400 CEDAR AVE UNIT 104,NA,Austin,Texas,United States,2
1032 SPRINGDALE RD UNIT 102,"New construction of a  three-story townhouse with attached garage and balcony.
Note: expiration date extended to Dec. 31 2021 in compliance with mayors COVID-19 orders.",2023-06-02,1,3,1032 SPRINGDALE RD UNIT 102,78721,1,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=12379677,1032 SPRINGDALE ROAD UNIT 102,NA,Austin,Texas,United States,2
1400 CEDAR AVE UNIT 105,1400 Cedar Ave Building 1 unit 105 New 2 Story Townhouse with attached garage 2/2.5,2023-06-28,1,2,1400 CEDAR AVE UNIT 105,78702,1,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13162979,1400 CEDAR AVE UNIT 105,NA,Austin,Texas,United States,2
7016 CIRCLE S RD,New Construction of a 1-Story Single Family Res.[3bed 2bath].,2023-06-13,1,2,7016 CIRCLE S RD,78745,2,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13038822,7016 CIRCLE SOUTH ROAD,NA,Austin,Texas,United States,2
1400 CEDAR AVE UNIT 102,1400 Cedar Ave Building 1 unit 102 New 3 Story Townhouse with attached garage 3/3.5,2023-06-28,1,3,1400 CEDAR AVE UNIT 102,78702,1,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13162976,1400 CEDAR AVE UNIT 102,NA,Austin,Texas,United States,2
910 MORROW ST Bldg 2,New 2-story Secondary Dwelling with attached garage and covered porch 2/2.5,2023-06-07,1,2,910 MORROW ST BLDG 2,78757,7,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=12810138,910 MORROW STREET BLDG 2,NA,Austin,Texas,United States,2
7016 CIRCLE S RD,New 2-Story Secondary Apartment [2bed 2.5bath].,2023-06-13,1,2,7016 CIRCLE S RD,78745,2,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13038823,7016 CIRCLE SOUTH ROAD,NA,Austin,Texas,United States,2
1401 ALLEN RD,New 2-story SFR 5 bedrooms 4 bathrooms attached garage covered porch and patio,2023-06-27,1,2,1401 ALLEN RD,78746,8,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13148296,1401 ALLEN ROAD,NA,Austin,Texas,United States,2
1400 CEDAR AVE UNIT 103,1400 Cedar Ave Building 1 unit 103 New 3 Story Townhouse with attached garage 3/3.5,2023-06-28,1,3,1400 CEDAR AVE UNIT 103,78702,1,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13162977,1400 CEDAR AVE UNIT 103,NA,Austin,Texas,United States,2
4812 BELVEDERE ST UNIT 4,New 2 Story Single Family Home with attached garage and covered porch   5/5.5,2023-07-04,1,2,4812 BELVEDERE ST UNIT 4,78731,10,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13142297,4812 BELVEDERE STREET UNIT 4,NA,Austin,Texas,United States,2
2504 SWEENEY LN,New 2-Story Secondary Apartment [2bed 2.5bath] with attached 1-car Garage.,2023-06-06,1,2,2504 SWEENEY LN,78723,4,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13150699,2504 SWEENEY LANE,NA,Austin,Texas,United States,2
1400 CEDAR AVE UNIT 201,Unit 201: New 2-story 2 bedroom 2 bathroom townhome residence with habitable attic attached garage covered porch and balcony.,2023-06-26,1,3,1400 CEDAR AVE UNIT 201,78702,1,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13164969,1400 CEDAR AVE UNIT 201,NA,Austin,Texas,United States,2
1032 SPRINGDALE RD UNIT 101,"New construction of a  three-story townhouse with attached garage and balcony.
Note: expiration date extended to Dec. 31 2021 in compliance with mayors COVID-19 orders.",2023-06-02,1,3,1032 SPRINGDALE RD UNIT 101,78721,1,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=12379676,1032 SPRINGDALE ROAD UNIT 101,NA,Austin,Texas,United States,2
2308 ARPDALE ST,Expedited Review - New Construction of a 2-Story Secondary Apartment [2bed 2.5bath] with attached 2-Car Carport,2023-06-14,1,2,2308 ARPDALE ST,78704,5,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=12759944,2308 ARPDALE STREET,NA,Austin,Texas,United States,2
2412 WILLOW ST--BLDG 2,New 2-story ADU 2 bedrooms 2.5 bathrooms attached garage covered porch and patio,2023-06-28,1,2,2412 WILLOW ST,78702,3,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13165716,2412 WILLOW STREET,NA,Austin,Texas,United States,2
2504 SWEENEY LN,New Construction of a 2-Story Single Family Res. [3bed 2.5bath] with attached 1-car Garage.,2023-06-05,1,2,2504 SWEENEY LN,78723,4,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13150698,2504 SWEENEY LANE,NA,Austin,Texas,United States,2
2006 MOUNTAIN VIEW RD,New 2-story 6 bedroom 6 bathroom primary residence with habitable basement attached garage attached carport and covered front porch.,2023-06-21,1,3,2006 MOUNTAIN VIEW RD,78703,10,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13151332,2006 MOUNTAIN VIEW ROAD,NA,Austin,Texas,United States,2
12889 PARK DR,Expedited Review: New Construction of a 2-Story Single Family Res [4bed 4.5bath] with attached 3 Car Garage.,2023-06-12,1,3,12889 PARK DR,78732,10,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13057564,12889 PARK DRIVE,NA,Austin,Texas,United States,2
1603 CHELSEA LN BLDG 3,New 3-story 4 bedroom 5 bathroom single family residence with attached carport and covered porch.,2023-06-21,1,3,1603 CHELSEA LN BLDG 3,78704,9,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13101838,1603 CHELSEA LANE BLDG 3,NA,Austin,Texas,United States,2
1400 CEDAR AVE UNIT 101,1400 Cedar Ave Building 1 unit 101 New 3 Story Townhouse with attached garage 3/3.5,2023-06-28,1,3,1400 CEDAR AVE UNIT 101,78702,1,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13162975,1400 CEDAR AVE UNIT 101,NA,Austin,Texas,United States,2
5505 MANOR RD,New Construction of a 2-Story Duplex [6bed 5bath] each with attached 1-car Garage and  1-car Carport,2023-06-06,2,2,5505 MANOR RD,78723,1,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13138624,5505 MANOR ROAD,NA,Austin,Texas,United States,2
5508 BLUE BIRD LN,Expedited Review - New Construction of a 2-Story Single Family Res. with Garage a 2-Story Secondary Apartment and (3) 2-Story Accessory Bldgs.,2023-05-16,1,2,5508 BLUE BIRD LN,78745,3,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13031777,5508 BLUE BIRD LANE,NA,Austin,Texas,United States,2
3400 HILLVIEW RD,"New 2 Story SFR with attached garage and covered porch/patio  5/8 w pool
complete app received 4/27",2023-04-29,1,2,3400 HILLVIEW RD,78703,10,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13052775,3400 HILLVIEW ROAD,NA,Austin,Texas,United States,2
2801 WINSTON CT,Expedited Review - New Construction of a 3-Story Single Family Res.[4bed 3.5bath] with attached Garage,2023-05-12,1,3,2801 WINSTON CT,78731,7,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13013341,2801 WINSTON CT,NA,Austin,Texas,United States,2
3111 SCHUTZE ST,3111: New construction single family residential 2-story 3 bedroom 2.5 bath with attached 2-car garage covered front porch and 2nd story balcony.,2023-05-23,1,2,3111 SCHUTZE ST,78723,9,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13145433,3111 SCHUTZE STREET,NA,Austin,Texas,United States,2
2117 GREENWOOD AVE BLDG 2,new adu with bathroom,2023-04-27,1,1,2117 GREENWOOD AVE BLDG 2,78723,1,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13132291,2117 GREENWOOD AVE BLDG 2,NA,Austin,Texas,United States,2
2201 GREENWOOD AVE,New construction 3 bedroom. 3.5 bathroom. attached garage. covered patio of a SFR with an ADU w/ bathroom,2023-04-27,1,1,2201 GREENWOOD AVE,78723,1,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13130055,2201 GREENWOOD AVE,NA,Austin,Texas,United States,2
3808 BALCONES DR,New 2 Story Single Family House with attached garage and covered porch and patio 5 bed 9,2023-05-12,1,2,3808 BALCONES DR,78731,10,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13029697,3808 BALCONES DRIVE,NA,Austin,Texas,United States,2
2203 SOUTHERN OAKS DR,Expedited Review - New Construction of a 1-Story Single Family Res. [4bed 3.5bath] with attached Garage,2023-05-10,1,1,2203 SOUTHERN OAKS DR,78745,5,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13078102,2203 SOUTHERN OAKS DRIVE,NA,Austin,Texas,United States,2
5508 BLUE BIRD LN,Secondary apartment,2023-05-16,1,2,5508 BLUE BIRD LN,78745,3,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13031778,5508 BLUE BIRD LANE,NA,Austin,Texas,United States,2
1428 LAWRENCE ST UNIT B,New 2-story 2 bedroom 1.5 bathroom secondary dwelling unit with attached covered porch.,2023-05-02,1,2,1428 LAWRENCE ST UNIT B,78741,3,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13108056,1428 LAWRENCE STREET UNIT B,NA,Austin,Texas,United States,2
5702 PENICK DR BLDG 2,New construction single family residential 2-story 5 bedroom 4.5 bath with attached 2-car garage covered front porch covered rear patio and 2nd story balcony.,2023-05-19,1,2,5702 PENICK DR BLDG 2,78741,3,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13132744,5702 PENICK DRIVE BLDG 2,NA,Austin,Texas,United States,2
3115 SCHUTZE ST,3115: New construction single family residential 2-story 3 bedroom 2.5 bath with attached 2-car garage covered front porch covered patio and 2nd story balcony.,2023-05-23,1,2,3115 SCHUTZE ST,78723,9,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13145435,3115 SCHUTZE STREET,NA,Austin,Texas,United States,2
2813 ROCK TERRACE DR,New construction single family residential 2-story w/ basement 5 bedroom 5.5 bath with attached 2-car garage covered front porch covered rear patio and 3 balconies. New construction accessory to primary use attached guest house 1 bedroom 1bath with kitchen and game room.,2023-05-17,1,3,2813 ROCK TERRACE DR,78704,5,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13042611,2813 ROCK TERRACE DRIVE,NA,Austin,Texas,United States,2
3210 THOMPSON ST,Expedited Review - New Construction of a 2-Story Single Family Res. [4bed 3.5bath] with attached Garage.,2023-04-28,1,2,3210 THOMPSON ST,78702,3,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13109029,3210 THOMPSON STREET,NA,Austin,Texas,United States,2
4712 SOUTH FOREST DR,Expedited Review - New detached ADU,2023-05-10,1,2,4712 SOUTH FOREST DR,78745,5,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13005471,4712 SOUTH FOREST DRIVE,NA,Austin,Texas,United States,2
206 E WONSLEY DR,New construction two-family residential secondary apartment 2-story 2 bedroom  1.5 bath with covered front porch.,2023-04-27,1,2,206 E WONSLEY DR,78753,4,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13083490,206 EAST WONSLEY DRIVE,NA,Austin,Texas,United States,2
2603 ROCKINGHAM DR,Expedited Review: New Construction of a 2-Story Single Family Res [5bed 4.5bath] with attached 2-Car Garage,2023-04-19,1,2,2603 ROCKINGHAM DR,78704,5,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13093661,2603 ROCKINGHAM DRIVE,NA,Austin,Texas,United States,2
6512 STOCKMAN DR BLDG 4  *SMART HOUSING**PRODUCTION BUILDER-CONDO*,Building #4 New 3 story SFR with 3 beds and 3 baths,2023-04-13,1,3,6512 STOCKMAN DR,78747,2,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13121459,6512 STOCKMAN DRIVE,NA,Austin,Texas,United States,2
2000 RIVERSIDE FARMS RD,Building 11 Unit 11101 & Unit 11102. New 2-story duplex w/ attached garage and covered balcony. 2/2.5 each,2023-04-21,2,2,2000 RIVERSIDE FARMS RD,78741,3,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=12951778,2000 RIVERSIDE FARMS ROAD,NA,Austin,Texas,United States,2
1704 INTERVAIL DR,"Expedited Review - New Construction of a 2-Story Single Family Res. [4bed 4.5bath] with attached 2-car Garage (sidewalk inspection no driveway)

REVISION INCLUDES: Plan modification for U.G. powerline separation. 811 incorrectly marked utility.
First floor and porch revised to get 5 separation. No overhangs in separation.",2023-03-17,1,2,1704 INTERVAIL DR,78746,8,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13093115,1704 INTERVAIL DRIVE,NA,Austin,Texas,United States,2
1180 HARVEY ST,New 2-story 2 bedroom 2.5 bathroom secondary dwelling unit with attached garage and covered front porch.,2023-04-21,1,2,1180 HARVEY ST,78702,1,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13090091,1180 HARVEY STREET,NA,Austin,Texas,United States,2
1180 HARVEY ST,New 3-story 4 bedroom 3.5 bathroom single family residence with attached garage covered front porch 2nd floor uncovered balcony and 3rd floor covered balcony.,2023-04-21,1,3,1180 HARVEY ST,78702,1,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13090090,1180 HARVEY STREET,NA,Austin,Texas,United States,2
2114 HASKELL ST,Expedited Review - New Construction of a 2-Story Single Family Res [3bed 4bath]. Work to include Attached Garage and Carport.,2023-03-22,1,2,2114 HASKELL ST,78702,3,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=12944578,2114 HASKELL STREET,NA,Austin,Texas,United States,2
2202 FOREST BEND DR,New 2 story construction of SFR with attached garage and covered porch    4/5.5,2023-04-14,1,2,2202 FOREST BEND DR,78704,5,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=12980464,2202 FOREST BEND DRIVE,NA,Austin,Texas,United States,2
4200 RIVERCREST DR,New construction single family residential 3-story w/ basement 5 bedroom 7.5 bath with attached 2-car garage multiple covered porches balconies uncovered wood deck.,2023-03-23,1,3,4200 RIVERCREST DR,78746,10,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=12988959,4200 RIVERCREST DRIVE,NA,Austin,Texas,United States,2
3107 STARDUST DR,Expedited Review - New Construction of a 2-Story Single Family Res. [4bed 3bath] with attached Garage.,2023-04-03,1,1,3107 STARDUST DR,78757,7,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13067001,3107 STARDUST DRIVE,NA,Austin,Texas,United States,2
6512 STOCKMAN DR BLD 2 *SMART HOUSING**PRODUCTION BUILDER-CONDO*,Building #2 New SFR with 3 beds and 3 baths,2023-04-07,1,3,6512 STOCKMAN DR,78747,2,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13119686,6512 STOCKMAN DRIVE,NA,Austin,Texas,United States,2
2300 ENFIELD RD UNIT 201,"Unit #201 New 3-story Duplex Condominium Residence with attached garages covered balconies. *DUPLEX CONDOMINIUM RESIDENCE*

3/30/26 SM - Per Marvin Lewis a Fire suppression system is not required for this unit per the site plan.",2023-03-20,2,3,2300 ENFIELD RD UNIT 201,78703,10,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11852568,2300 ENFIELD ROAD UNIT 201,NA,Austin,Texas,United States,2
2000 RIVERSIDE FARMS ROAD Bldg 17,Building 17 Unit 17101 & Unit 17102. New 2-story duplex w/ attached garage and covered balcony. 2/2.5 each,2023-04-21,2,2,2000 RIVERSIDE FARMS RD BLDG 17,78741,3,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=12951816,2000 RIVERSIDE FARMS ROAD BLDG 17,NA,Austin,Texas,United States,2
2902 GEM CIR,Expedited Review: New Construction of Accessory Dwelling Unit [1bath].,2023-03-30,1,1,2902 GEM CIR,78704,3,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13116587,2902 GEM CIR,NA,Austin,Texas,United States,2
