project_name,description,issued_date,housing_units,number_of_floors,original_address_1,original_zip,council_district,completed_date,link,clean_address,clean_address_2,city,state,country,gl_n_chunk_size_length_n,geocodio_latitude,geocodio_longitude,geocodio_accuracy_score,geocodio_accuracy_type,geocodio_address_line_1,geocodio_address_line_2,geocodio_address_line_3,geocodio_address_line_4,geocodio_house_number,geocodio_street,geocodio_unit_type,geocodio_unit_number,geocodio_city,geocodio_state_province,geocodio_nation,geocodio_county,geocodio_postal_code,geocodio_country,geocodio_building_name,geocodio_source,geocodio_stable_address_key,geocodio_match_type
3401 LARRY LN UNIT B,New 3-story duplex; Unit B: 3-story 3 bedroom 4 bath with attached 1-car garage covered front porch and uncovered rear wood deck.,2025-01-16,2,3,3401 LARRY LN UNIT B,78722,9,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13379977,3401 LARRY LANE UNIT B,NA,Austin,Texas,United States,1,30.28799,-97.713261,1,rooftop,3401 Larry Ln,Unit B,"Austin, TX 78722",NA,3401,Larry Ln,Unit,B,Austin,TX,NA,Travis County,78722,US,NA,City of Austin (Public Domain),gcod_usnabqgrlv65zvuby9ezv2yku6228-mu7vhpn3tala6,building_centroid
4301 BELLVUE AVE BLDG 2,New construction of 2-story secondary unit with 2 new driveways.,2025-01-30,1,2,4301 BELLVUE AVE BLDG 2,78756,10,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13454892,4301 BELLVUE AVE BLDG 2,NA,Austin,Texas,United States,1,30.311996,-97.741018,1,rooftop,4301 Bellvue Ave,Bldg 2,"Austin, TX 78756",NA,4301,Bellvue Ave,Bldg,2,Austin,TX,NA,Travis County,78756,US,NA,City of Austin (Public Domain),gcod_usnfqb76a7gal7p6df8dh8kqhtggg-eawthb5z42ygf,building_centroid
1178 LOTT AVE,New construction single-family residential 2-story condo 3 bedroom 2.5 bath with covered front porch covered rear patio and exterior storage.,2025-02-10,1,2,1178 LOTT AVE,78721,1,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13462374,1178 LOTT AVE,NA,Austin,Texas,United States,1,30.275959,-97.682222,1,rooftop,1178 Lott Ave,NA,"Austin, TX 78721",NA,1178,Lott Ave,NA,NA,Austin,TX,NA,Travis County,78721,US,NA,City of Austin (Public Domain),gcod_usn2wpjrk747s3hhvzey5ywanj4p6,building_centroid
1402 CORSAC WAY,1910 (Lamplight) - H Right - 3 Bedroom 2.5 Bath Cov Patio & Entry - 2 or 3 Car Att Garage and Storage opt.,2025-02-09,1,2,1402 CORSAC WAY,78758,7,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13466757,1402 CORSAC WAY,NA,Austin,Texas,United States,1,30.405253,-97.688125,1,rooftop,1402 Corsac Way,NA,"Austin, TX 78758",NA,1402,Corsac Way,NA,NA,Austin,TX,NA,Travis County,78758,US,NA,City of Austin (Public Domain),gcod_usnp83p8nyakk9jhd8r5l7cz8ywne,building_centroid
5633 TOSCANA AVE,New 2-Story SFR with 3 bedrooms and 2.5 baths study 2 car garage 90 sf uncovered patio,2025-02-17,1,2,5633 TOSCANA AVE,78724,1,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=12996734,5633 TOSCANA AVE,NA,Austin,Texas,United States,1,30.287407,-97.644475,1,rooftop,5633 Toscana Ave,NA,"Austin, TX 78724",NA,5633,Toscana Ave,NA,NA,Austin,TX,NA,Travis County,78724,US,NA,City of Austin (Public Domain),gcod_usnh8pvj2q9mwau6r4pdwh8s56gx8,building_centroid
5111 MAUFRAIS LN BLDG 2,Expedited Review - New Construction of a 2-Story Secondary Apartment [4bed 3.5bath],2025-02-07,1,2,5111 MAUFRAIS LN BLDG 2,78744,2,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13333132,5111 MAUFRAIS LANE BLDG 2,NA,Austin,Texas,United States,1,30.198717,-97.736221,1,rooftop,5111 Maufrais Ln,Bldg 2,"Austin, TX 78744",NA,5111,Maufrais Ln,Bldg,2,Austin,TX,NA,Travis County,78744,US,NA,City of Austin (Public Domain),gcod_usnnk88xdfu46cd9ktx9unmsqzl43-u6cmnqqhqsq9h,building_centroid
9604 MIRTHFUL LN,Burnett 1864-A-L New 2-story single-family residence with (3) bedrooms (2.5) bathrooms detached 2 car carport covered entry porch.,2025-02-10,1,2,9604 MIRTHFUL LN,78653,1,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13464692,9604 MIRTHFUL LANE,NA,Austin,Texas,United States,1,30.294088,-97.55001,1,rooftop,9604 Mirthful Ln,NA,"Manor, TX 78653",NA,9604,Mirthful Ln,NA,NA,Manor,TX,NA,Travis County,78653,US,NA,City of Austin (Public Domain),gcod_usn8ddargmgw9tdckyx36tw2lwtnb,building_centroid
1004 ROMERIA DR BLDG 2,Bldg 2:  New 3-story residence attached garage covered porches 3 bedroom 2.5 bath. Part of 3 unit use.,2025-01-24,1,3,1004 ROMERIA DR BLDG 2,78757,7,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13459420,1004 ROMERIA DRIVE BLDG 2,NA,Austin,Texas,United States,1,30.331364,-97.725822,1,rooftop,1004 Romeria Dr,Bldg 2,"Austin, TX 78757",NA,1004,Romeria Dr,Bldg,2,Austin,TX,NA,Travis County,78757,US,NA,City of Austin (Public Domain),gcod_usngn252lz5t9czf2naedzwnys2g7-5dn9736c85e9d,building_centroid
3306 LARRY LN UNIT A,Expedited Review - New Construction of a 2-Story Single Family Res. [4bed 4bath] with attached Garage,2024-11-18,1,2,3306 LARRY LN UNIT A,78722,9,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13148843,3306 LARRY LANE UNIT A,NA,Austin,Texas,United States,1,30.28731,-97.71377,1,rooftop,3306 Larry Ln,Apt A,"Austin, TX 78722",NA,3306,Larry Ln,Apt,A,Austin,TX,NA,Travis County,78722,US,NA,City of Austin (Public Domain),gcod_usnabqgrlv65zvub5qpx3ztdnm433-d9yljntx73jl9,building_centroid
4709 DEPEW AVE BLDG 2,"ePlan: Residential Expedited Review - New construction of a 2-Story Single Family Res. [3bed 2bath] Bldg 2
MODULAR CONSTRUCTION",2024-11-22,1,2,4709 DEPEW AVE BLDG 2,78751,9,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13434594,4709 DEPEW AVE BLDG 2,NA,Austin,Texas,United States,1,30.307719,-97.716356,1,rooftop,4709 Depew Ave,Bldg 2,"Austin, TX 78751",NA,4709,Depew Ave,Bldg,2,Austin,TX,NA,Travis County,78751,US,NA,City of Austin (Public Domain),gcod_usndmukp2yqb5uqecf4bjzabevy45-ad4r3hmcpa3tg,building_centroid
5711 CARRY BACK LN,New Construction of a single-family residence. w 4 bedroom and 4 bathrooms. covered porch and attached garage,2024-11-14,1,2,5711 CARRY BACK LN,78746,8,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13426878,5711 CARRY BACK LANE,NA,Austin,Texas,United States,1,30.331092,-97.801991,1,rooftop,5711 Carry Back Ln,NA,"Austin, TX 78746",NA,5711,Carry Back Ln,NA,NA,Austin,TX,NA,Travis County,78746,US,NA,City of Austin (Public Domain),gcod_usnpzrxm2bhql5y58b8n8x3q8unc6,building_centroid
2607 STRATFORD DR,Expedited Review:  New 2-Story single family residence [5bed 5.5bath] with attached Garage .,2024-12-30,1,2,2607 STRATFORD DR,78746,8,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13345242,2607 STRATFORD DRIVE,NA,Austin,Texas,United States,1,30.277427,-97.780479,1,rooftop,2607 Stratford Dr,NA,"Austin, TX 78746",NA,2607,Stratford Dr,NA,NA,Austin,TX,NA,Travis County,78746,US,NA,City of Austin (Public Domain),gcod_usn6cs6nzy864z3af93su3lssuq2b,building_centroid
4324 AIRPORT BLVD UNIT B,ePlan: Residential Expedited Review - New construction of an 2-Story Duplex [3bed 2.5bath] with attached Garage,2024-12-16,2,2,4324 AIRPORT BLVD UNIT B,78722,9,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13443962,4324 AIRPORT BOULEVARD UNIT B,NA,Austin,Texas,United States,1,30.29959,-97.711812,1,rooftop,4324 Airport Blvd,Unit B,"Austin, TX 78722",NA,4324,Airport Blvd,Unit,B,Austin,TX,NA,Travis County,78722,US,NA,City of Austin (Public Domain),gcod_usn6p48jkn2n4az7h5zlyy5s2qqdh-pfzpyenw2t8yb,building_centroid
3400 RANDOLPH RD--GARAGE/ADU,New construction 2-unit residential 2-story studio space w/ storage full bath covered balcony and covered front deck above 1-car garage and storage area; exterior spiral staircase.,2024-11-20,1,2,3400 RANDOLPH RD,78722,9,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13370482,3400 RANDOLPH ROAD,NA,Austin,Texas,United States,1,30.286807,-97.711592,1,rooftop,3400 Randolph Rd,NA,"Austin, TX 78722",NA,3400,Randolph Rd,NA,NA,Austin,TX,NA,Travis County,78722,US,NA,City of Austin (Public Domain),gcod_usn3w9mwvtztgzecxfzhkwv6r5a5h,building_centroid
1107 W RUNDBERG LN BLDG 1,New construction 2-unit use single family residential 2-story 4 bedroom 4 bath.,2024-12-14,1,2,1107 W RUNDBERG LN BLDG 1,78758,4,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13427682,1107 WEST RUNDBERG LANE BLDG 1,NA,Austin,Texas,United States,1,30.365365,-97.702451,1,rooftop,1107 W Rundberg Ln,Bldg 1,"Austin, TX 78758",NA,1107,W Rundberg Ln,Bldg,1,Austin,TX,NA,Travis County,78758,US,NA,City of Austin (Public Domain),gcod_usn8gcmmkegu4a95hxcvfukqp7qzd-fgptyfxe9nak3,building_centroid
3504 PICKLE DR UNIT B,Bldg 2 includes: 2-story SFR  [1bed 1bath] on top of (2-car) Carport.,2024-12-18,1,2,3504 PICKLE DR UNIT B,78702,3,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13436535,3504 PICKLE DRIVE UNIT B,NA,Austin,Texas,United States,1,30.267213,-97.698249,1,rooftop,3504 Pickle Dr,Unit B,"Austin, TX 78702",NA,3504,Pickle Dr,Unit,B,Austin,TX,NA,Travis County,78702,US,NA,City of Austin (Public Domain),gcod_usnwfcahlewtmnz3vss2at4gk7vl5-zmkt9e52zw4yg,building_centroid
2502 E 9TH ST--BLDG 2,"New 3-story 4 bedroom 3 bathroom dwelling unit with screened porch covered landing and 2nd floor covered balcony. 
Revision 1: Revise scope of work for new dwelling unit to consist of a 3-story 3 bedroom 3 bathroom dwelling unit with screened porch and 2nd floor covered balcony. 
Revision 2: Revise layout of kitchen for new dwelling unit including relocating the refrigerator range microwave and minor cabinet adjustments. Swap two windows (third floor stair landing window with living room window) and remove one window above master bedroom. Convert tub to a shower in master bedroom. Remove closet walls/doors at master bathroom.",2024-12-02,1,3,2502 E 9TH ST BLDG 2,78702,1,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13435326,2502 EAST 9TH STREET BLDG 2,NA,Austin,Texas,United States,1,30.265028,-97.714478,1,rooftop,2502 E 9th St,Bldg 2,"Austin, TX 78702",NA,2502,E 9th St,Bldg,2,Austin,TX,NA,Travis County,78702,US,NA,City of Austin (Public Domain),gcod_usnuh7xst5c97cr44z2pg9395w67a-hyzbwxuphg26b,building_centroid
1107 W RUNDBERG LN BLDG 2,New construction 2-unit use single family residential 2-story 4 bedroom 4 bath.,2024-12-14,1,2,1107 W RUNDBERG LN BLDG 2,78758,4,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13427683,1107 WEST RUNDBERG LANE BLDG 2,NA,Austin,Texas,United States,1,30.365365,-97.702451,1,rooftop,1107 W Rundberg Ln,Bldg 2,"Austin, TX 78758",NA,1107,W Rundberg Ln,Bldg,2,Austin,TX,NA,Travis County,78758,US,NA,City of Austin (Public Domain),gcod_usn8gcmmkegu4a95hxcvfukqp7qzd-s3uc5qh2y5923,building_centroid
1501 ASTOR PL,New 1 Story Secondary Dwelling with covered porch 2/2,2024-12-05,1,1,1501 ASTOR PL,78721,1,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13130154,1501 ASTOR PLACE,NA,Austin,Texas,United States,1,30.28203,-97.688077,1,rooftop,1501 Astor Pl,NA,"Austin, TX 78721",NA,1501,Astor Pl,NA,NA,Austin,TX,NA,Travis County,78721,US,NA,City of Austin (Public Domain),gcod_usn4ghg5tjtzdp2gna3czqzyvk254,building_centroid
4015 CLAWSON RD,Expedited Review - New Construction of a 2-Story Single Family Res. [3bed 3.5bath] with Habitable Attic and attached 1-car Garage,2024-11-27,1,2,4015 CLAWSON RD,78704,5,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13228762,4015 CLAWSON ROAD,NA,Austin,Texas,United States,1,30.230789,-97.782588,1,rooftop,4015 Clawson Rd,NA,"Austin, TX 78704",NA,4015,Clawson Rd,NA,NA,Austin,TX,NA,Travis County,78704,US,NA,City of Austin (Public Domain),gcod_usntwekwgys27u88uxzg9u3e275aa,building_centroid
8608 GUADALUPE ST BLDG 2,new 2 story dwelling 3 bedroom 2.5 bathroom with new driveway.,2024-12-18,1,2,8608 GUADALUPE ST BLDG 2,78753,4,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13445463,8608 GUADALUPE STREET BLDG 2,NA,Austin,Texas,United States,1,30.353814,-97.701552,1,rooftop,8608 Guadalupe St,Bldg 2,"Austin, TX 78753",NA,8608,Guadalupe St,Bldg,2,Austin,TX,NA,Travis County,78753,US,NA,City of Austin (Public Domain),gcod_usnbjdxkk3zux5t5g6cqsunymhlra-fzzv39a75nmeg,building_centroid
4601 SARA DR BLDG 2,New construction of a 2-story ADU with 1 bed 1 bath and porch.,2024-11-15,1,2,4601 SARA DR BLDG 2,78721,3,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13402427,4601 SARA DRIVE BLDG 2,NA,Austin,Texas,United States,1,30.27174,-97.691236,1,rooftop,4601 Sara Dr,Bldg 2,"Austin, TX 78721",NA,4601,Sara Dr,Bldg,2,Austin,TX,NA,Travis County,78721,US,NA,City of Austin (Public Domain),gcod_usndenemqt99sur8knfxchwjl2j8a-glw743de5ryca,building_centroid
4710 CLARKSON AVE,ePlan: Residential Expedited Review - New construction of a 3-Story Single Family Res. [3bed 2.5bath] 4710 Clarkson Ave,2024-11-22,1,2,4710 CLARKSON AVE,78751,9,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13434706,4710 CLARKSON AVE,NA,Austin,Texas,United States,1,30.307481,-97.7163,1,rooftop,4710 Clarkson Ave,NA,"Austin, TX 78751",NA,4710,Clarkson Ave,NA,NA,Austin,TX,NA,Travis County,78751,US,NA,City of Austin (Public Domain),gcod_usn4f3calrrttl8b6g8t8kplqbky8,building_centroid
1101 CLERMONT AVE,ePlan: Residential Expedited Review - New construction of a 3-Story Single-Family Res. [3bed 2.5bath],2024-12-03,1,3,1101 CLERMONT AVE,78702,3,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13436288,1101 CLERMONT AVE,NA,Austin,Texas,United States,1,30.254454,-97.736144,1,rooftop,1101 Clermont Ave,NA,"Austin, TX 78702",NA,1101,Clermont Ave,NA,NA,Austin,TX,NA,Travis County,78702,US,NA,City of Austin (Public Domain),gcod_usntvq9ajlxrdnh7clgju657vt65b,building_centroid
4709 DEPEW AVE UNIT A,"ePlan: Residential Expedited Review - New construction of a 3-Story Duplex [3bed 2.5bath] Unit A
MODULAR CONSTRUCTION",2024-11-22,1,3,4709 DEPEW AVE UNIT A,78751,9,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13434592,4709 DEPEW AVE UNIT A,NA,Austin,Texas,United States,1,30.307719,-97.716356,1,rooftop,4709 Depew Ave,Unit A,"Austin, TX 78751",NA,4709,Depew Ave,Unit,A,Austin,TX,NA,Travis County,78751,US,NA,City of Austin (Public Domain),gcod_usndmukp2yqb5uqecf4bjzabevy45-x5ctg8yl7uz2f,building_centroid
801 WINFLO DR,Expedited Review: New construction of a 2-Story Single Family Res [6bed 6.5bath] with attached 2-Car Garage,2024-11-19,1,2,801 WINFLO DR,78703,9,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13260707,801 WINFLO DRIVE,NA,Austin,Texas,United States,1,30.275126,-97.758011,1,rooftop,801 Winflo Dr,NA,"Austin, TX 78703",NA,801,Winflo Dr,NA,NA,Austin,TX,NA,Travis County,78703,US,NA,City of Austin (Public Domain),gcod_usnr6wd27serkxf9e9asqcaj72kue,building_centroid
2806 PECOS ST UNIT B,Two-Unit use: New construction studio space with attached 3-car garage and full bath.,2024-12-14,1,1,2806 PECOS ST UNIT B,78703,10,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13439876,2806 PECOS STREET UNIT B,NA,Austin,Texas,United States,1,30.308455,-97.768435,1,rooftop,2806 Pecos St,Unit B,"Austin, TX 78703",NA,2806,Pecos St,Unit,B,Austin,TX,NA,Travis County,78703,US,NA,City of Austin (Public Domain),gcod_usngvp9zfy3ewyf9flrgeu93yzdrb-r5xcpgqulgx27,building_centroid
4506 FINLEY DR,New construction single family residential 2-story 4 bedroom 3 bath with habitable attic attached 1-car carport attached 1-car garage covered front wood deck/ porch and covered rear patio.,2024-11-19,1,2,4506 FINLEY DR,78731,7,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13307626,4506 FINLEY DRIVE,NA,Austin,Texas,United States,1,30.321044,-97.752418,1,rooftop,4506 Finley Dr,NA,"Austin, TX 78731",NA,4506,Finley Dr,NA,NA,Austin,TX,NA,Travis County,78731,US,NA,City of Austin (Public Domain),gcod_usnykmpp7n7amcyaexvyh34xesse9,building_centroid
6004 SILENT NOVA VW,New Condo - with 6 or 7 bedrooms and 3.5 bathrooms covered patio/porch with 2 car or 3 car garage opt attached. 3515 (Lantana) G Left.,2024-12-05,1,2,6004 SILENT NOVA VW,78730,10,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13437687,6004 SILENT NOVA VW,NA,Austin,Texas,United States,1,30.383538,-97.84244,1,rooftop,6004 Silent Nova Vw,NA,"Austin, TX 78730",NA,6004,Silent Nova Vw,NA,NA,Austin,TX,NA,Travis County,78730,US,NA,City of Austin (Public Domain),gcod_usn968jrbsm7zsl99u2smdjckan74,building_centroid
2602 LITTLE JOHN LN BLDG 3,ePlan: Residential Expedited Review - New MODULAR three-unit Res. UNIT 3 2-Story [3bed 2.5bath],2024-12-18,1,2,2602 LITTLE JOHN LN BLDG 3,78704,3,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13445069,2602 LITTLE JOHN LANE BLDG 3,NA,Austin,Texas,United States,1,30.233438,-97.749451,1,rooftop,2602 Little John Ln,Bldg 3,"Austin, TX 78704",NA,2602,Little John Ln,Bldg,3,Austin,TX,NA,Travis County,78704,US,NA,City of Austin (Public Domain),gcod_usnsnequuxj4j784y25v8t5zfrmv5-kqxs4geepq7xg,building_centroid
1811 PARKER LN,New construction single family residential 2-story 3-bedroom 2.5 bath with attached 2-car garage covered front porch and habitable attic with balcony.,2024-11-26,1,2,1811 PARKER LN,78741,3,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=12935744,1811 PARKER LANE,NA,Austin,Texas,United States,1,30.237249,-97.733173,1,rooftop,1811 Parker Ln,NA,"Austin, TX 78741",NA,1811,Parker Ln,NA,NA,Austin,TX,NA,Travis County,78741,US,NA,City of Austin (Public Domain),gcod_usnzwrvg2xx6lpjhvjup3w3q5jux6,building_centroid
2908 TARRY TRL,New 2-story SFR 3 bedrooms 4.5 bathrooms attached garage covered porch and patio,2024-12-22,1,2,2908 TARRY TRL,78703,10,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13312572,2908 TARRY TRAIL,NA,Austin,Texas,United States,1,30.307132,-97.764015,1,rooftop,2908 Tarry Trl,NA,"Austin, TX 78703",NA,2908,Tarry Trl,NA,NA,Austin,TX,NA,Travis County,78703,US,NA,City of Austin (Public Domain),gcod_usntk5ts8rmmfq4bpjd5hmtkxz74g,building_centroid
3415 WINDSOR RD UNIT B,ePlan: Residential Expedited Review - New construction of a 2-Story Duplex [1bed 1bath] Unit B,2024-12-13,1,1,3415 WINDSOR RD UNIT B,78703,10,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13439803,3415 WINDSOR ROAD UNIT B,NA,Austin,Texas,United States,1,30.299217,-97.773374,1,rooftop,3415 Windsor Rd,Unit B,"Austin, TX 78703",NA,3415,Windsor Rd,Unit,B,Austin,TX,NA,Travis County,78703,US,NA,City of Austin (Public Domain),gcod_usngh5yyvfqz2fcecmy99tyf2nnhb-9mr9lqhdv9fp3,building_centroid
10702 SPICEWOOD PKWY - BLDG 2,Addition to single-family structure.,2024-12-05,1,1,10702 SPICEWOOD PKWY BLDG 2,78750,6,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13437161,10702 SPICEWOOD PKWY BLDG 2,NA,Austin,Texas,United States,1,30.431739,-97.801814,1,rooftop,10702 Spicewood Pkwy,Bldg 2,"Austin, TX 78750",NA,10702,Spicewood Pkwy,Bldg,2,Austin,TX,NA,Travis County,78750,US,NA,City of Austin (Public Domain),gcod_usn9vg3nz32xxgyhne2cntmkjygph-r6mnyjn8lsqga,building_centroid
3506 BONNIE RD,New construction single-family residential 1-story 3 bedroom 2.5 bath with attached 2-car carport covered front porch covered rear patio and uncovered wood deck.,2024-11-22,1,1,3506 BONNIE RD,78703,10,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13400748,3506 BONNIE ROAD,NA,Austin,Texas,United States,1,30.295552,-97.779801,1,rooftop,3506 Bonnie Rd,NA,"Austin, TX 78703",NA,3506,Bonnie Rd,NA,NA,Austin,TX,NA,Travis County,78703,US,NA,City of Austin (Public Domain),gcod_usnxl6nkdcb9f722kd9ddx6mj2ce7,building_centroid
3605 STONERIDGE RD,"New Construction of a 2-Story Single Family Res [5bed 6.5bath] with attached 4-Car Garage w/ pool house attached via 2nd story walkway to roof deck of primary.

REVISION Includes: REMOVE ROOFTOP DECK ON PATIO AND REMOVE ITS POWDER BATH. 
SHRINK SIZE OF MAIN BUILDING.",2024-12-16,1,2,3605 STONERIDGE RD,78746,8,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13281656,3605 STONERIDGE ROAD,NA,Austin,Texas,United States,1,30.265204,-97.812561,1,rooftop,3605 Stoneridge Rd,NA,"Austin, TX 78746",NA,3605,Stoneridge Rd,NA,NA,Austin,TX,NA,Travis County,78746,US,NA,City of Austin (Public Domain),gcod_usn7w4hxa6vf93j742g6grp44reta,building_centroid
4707 DEPEW AVE UNIT B,"ePlan: Residential Expedited Review - New construction of a 3-Story Duplex [3bed 2bath] Unit B
MODULAR CONSTRUCTION",2024-11-22,1,3,4707 DEPEW AVE UNIT B,78751,9,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13434708,4707 DEPEW AVE UNIT B,NA,Austin,Texas,United States,1,30.307601,-97.716504,1,rooftop,4707 Depew Ave,Unit B,"Austin, TX 78751",NA,4707,Depew Ave,Unit,B,Austin,TX,NA,Travis County,78751,US,NA,City of Austin (Public Domain),gcod_usndmukp2yqb5uqesnb2vbbwbh8p7-2gx9wmqr9wclb,building_centroid
